mmsi,label,length,engine_power,tonnage,split,source
244790293,sailing,,,,Training,itu_2016_processed
244790294,sailing,,,,Test,itu_2016_processed
244790329,sailing,,,,Training,itu_2016_processed
244790332,tug,,,,Training,itu_2016_processed
244790337,sailing,,,,Test,itu_2016_processed
244790342,motor_passenger,,,,Training,itu_2016_processed
244790359,passenger,,,,Training,itu_2016_processed
244790375,cargo,,,,Test,itu_2016_processed
244790391,unknown_not_fishing,,,,Training,itu_2016_processed;verify5and24_20160502
244790393,cargo,,,,Training,itu_2016_processed
244790406,motor_passenger,,,,Training,itu_2016_processed
244790427,cargo,,,,Training,itu_2016_processed
244790429,sailing,,,,Training,itu_2016_processed
244790466,sailing,,,,Test,itu_2016_processed
244790468,tug,,,,Training,itu_2016_processed
244790471,passenger,,,,Training,itu_2016_processed
244790482,sailing,,,,Training,itu_2016_processed
244790489,sailing,,,,Training,itu_2016_processed
244790492,sailing,,,,Training,itu_2016_processed
244790503,sailing,,,,Training,itu_2016_processed
244790521,motor_passenger,,,,Test,itu_2016_processed
244790522,tanker,,,,Test,itu_2016_processed
244790523,tanker,,,,Test,itu_2016_processed
244790531,sailing,,,,Test,itu_2016_processed
244790556,sailing,,,,Test,itu_2016_processed
244790564,motor_passenger,,,,Test,itu_2016_processed
244790570,passenger,,,,Training,itu_2016_processed
244790595,sailing,,,,Test,itu_2016_processed
244790596,sailing,,,,Test,itu_2016_processed
244790625,sailing,,,,Training,itu_2016_processed
244790628,sailing,,,,Test,itu_2016_processed
244790630,sailing,,,,Training,itu_2016_processed
244790637,sailing,,,,Training,itu_2016_processed
244790638,motor_passenger,,,,Training,itu_2016_processed
244790664,motor_passenger,,,,Training,itu_2016_processed
244790677,trawlers,22.65,221.0,111.0,Training,eu_processed
244790684,trawlers,19.53,221.0,47.0,Training,eu_processed
244790685,tug,,,,Test,itu_2016_processed
244790715,cargo,,,,Training,itu_2016_processed
244790750,sailing,,,,Training,itu_2016_processed
244790751,motor_passenger,,,,Training,itu_2016_processed
244790752,motor_passenger,,,,Test,itu_2016_processed
244790766,purse_seines|set_gillnets,26.17,80.0,57.0,Training,eu_processed
244790768,sailing,,,,Training,itu_2016_processed
244790779,motor_passenger,,,,Test,itu_2016_processed
244790796,passenger,,,,Training,itu_2016_processed
244790800,unknown_fishing,,,,Training,itu_2016_processed
244790805,sailing,,,,Test,itu_2016_processed
244790840,sailing,,,,Test,itu_2016_processed
244790847,sailing,,,,Test,itu_2016_processed
244790854,sailing,,,,Training,itu_2016_processed
244790883,sailing,,,,Test,itu_2016_processed
244790893,motor_passenger,,,,Test,itu_2016_processed
244790899,tug,,,,Training,itu_2016_processed
244790919,sailing,,,,Test,itu_2016_processed
244790934,passenger,,,,Training,itu_2016_processed
244790960,motor_passenger,,,,Test,itu_2016_processed
244790981,sailing,,,,Training,itu_2016_processed
244790985,tug,,,,Training,itu_2016_processed
244792000,trawlers,19.75,206.0,51.0,Training,eu_processed
244793000,passenger,,,,Training,itu_2016_processed
244798000,trawlers,37.9,716.0,259.0,Test,eu_processed
244801000,trawlers,24.0,221.0,151.0,Test,eu_processed
244804000,cargo,,,,Test,itu_2016_processed
244806000,trawlers,20.61,220.0,39.0,Training,eu_processed
244809000,trawlers,40.0,806.0,294.0,Training,eu_processed
244810000,other_fishing|trawlers,27.1,367.0,200.0,Training,eu_processed
244810005,sailing,,,,Training,itu_2016_processed
244810038,sailing,,,,Test,itu_2016_processed
244810039,sailing,,,,Training,itu_2016_processed
244810043,motor_passenger,,,,Training,itu_2016_processed
244810050,pole_and_line|set_longlines,9.95,280.0,2.0,Training,eu_processed
244810077,sailing,,,,Test,itu_2016_processed
244810082,motor_passenger,,,,Test,itu_2016_processed
244810083,tug,,,,Test,itu_2016_processed
244810087,tanker,,,,Training,itu_2016_processed
244810092,sailing,,,,Test,itu_2016_processed
244810104,sailing,,,,Test,itu_2016_processed
244810115,sailing,,,,Test,itu_2016_processed
244810121,motor_passenger,,,,Test,itu_2016_processed
244810127,passenger,,,,Training,itu_2016_processed
244810134,tug,,,,Test,itu_2016_processed
244810135,tug,,,,Test,itu_2016_processed
244810149,motor_passenger,,,,Test,itu_2016_processed
244810168,sailing,,,,Training,itu_2016_processed
244810169,sailing,,,,Training,itu_2016_processed
244810174,sailing,,,,Training,itu_2016_processed
244810182,sailing,,,,Test,itu_2016_processed
244810186,motor_passenger,,,,Training,itu_2016_processed
244810194,sailing,,,,Test,itu_2016_processed;verify5and24_20160502
244810225,tug,,,,Training,itu_2016_processed
244810242,sailing,,,,Training,itu_2016_processed
244810257,motor_passenger,,,,Test,itu_2016_processed
244810267,sailing,,,,Training,itu_2016_processed
244810274,motor_passenger,,,,Training,itu_2016_processed
244810278,sailing,,,,Test,itu_2016_processed
244810281,motor_passenger,,,,Training,itu_2016_processed
244810282,motor_passenger,,,,Test,itu_2016_processed
244810286,sailing,,,,Test,itu_2016_processed
244810303,sailing,,,,Training,itu_2016_processed
244810307,motor_passenger,,,,Training,itu_2016_processed
244810310,sailing,,,,Test,itu_2016_processed
244810318,sailing,,,,Training,itu_2016_processed
244810320,motor_passenger,,,,Training,itu_2016_processed
244810377,motor_passenger,,,,Training,itu_2016_processed
244810378,motor_passenger,,,,Training,itu_2016_processed
244810401,tug,,,,Training,itu_2016_processed
244810490,tanker,,,,Training,itu_2016_processed
244810500,sailing,,,,Training,itu_2016_processed
244810509,motor_passenger,,,,Test,itu_2016_processed
244810510,motor_passenger,,,,Test,itu_2016_processed
244810536,cargo,,,,Test,itu_2016_processed
244810550,sailing,,,,Test,itu_2016_processed
244810565,sailing,,,,Training,itu_2016_processed
244810589,cargo,,,,Test,itu_2016_processed
244810604,sailing,,,,Training,itu_2016_processed
244810614,cargo,,,,Test,itu_2016_processed
244810627,trawlers,23.0,221.0,85.0,Test,eu_processed;itu_2016_processed
244810632,tanker,,,,Training,itu_2016_processed
244810647,sailing,,,,Training,itu_2016_processed
244810654,motor_passenger,,,,Test,itu_2016_processed
244810681,tanker,,,,Training,itu_2016_processed
244810692,tanker,,,,Training,itu_2016_processed
244810693,tanker,,,,Training,itu_2016_processed
244810695,sailing,,,,Training,itu_2016_processed
244810702,trawlers,14.95,194.0,28.0,Training,eu_processed
244810703,sailing,,,,Training,itu_2016_processed
244810710,sailing,,,,Training,itu_2016_processed
244810753,sailing,,,,Training,itu_2016_processed
244810754,motor_passenger,,,,Training,itu_2016_processed
244810759,tanker,,,,Test,itu_2016_processed
244810771,sailing,,,,Training,itu_2016_processed
244810783,cargo,,,,Test,itu_2016_processed
244810794,motor_passenger,,,,Training,itu_2016_processed
244810821,passenger,,,,Training,itu_2016_processed
244810852,sailing,,,,Training,itu_2016_processed
244810856,motor_passenger,,,,Test,itu_2016_processed
244810877,passenger,,,,Training,itu_2016_processed
244810886,sailing,,,,Training,itu_2016_processed
244810888,sailing,,,,Test,itu_2016_processed
244810889,motor_passenger,,,,Training,itu_2016_processed
244810907,motor_passenger,,,,Training,itu_2016_processed
244810916,passenger,,,,Training,itu_2016_processed
244810917,tug,,,,Training,itu_2016_processed
244810939,sailing,,,,Test,itu_2016_processed
244810944,sailing,,,,Training,itu_2016_processed
244810978,passenger,,,,Training,itu_2016_processed
244810980,sailing,,,,Training,itu_2016_processed
244810981,sailing,,,,Training,itu_2016_processed
244810982,sailing,,,,Test,itu_2016_processed
244810990,sailing,,,,Training,itu_2016_processed
244810995,sailing,,,,Training,itu_2016_processed
244811000,tug,,,,Training,itu_2016_processed
244814000,passenger,,,,Training,itu_2016_processed
244815000,trawlers,42.36,1124.0,502.0,Training,eu_processed;itu_2016_processed
244818000,trawlers,23.38,184.0,44.0,Training,eu_processed
244820009,reefer,117.09,4902.0,5103.333333335,Test,clav_v10_processed;ffa;itu_2016_processed;wcpfc
244820022,motor_passenger,,,,Test,itu_2016_processed
244820036,tug,,,,Test,itu_2016_processed
244820037,sailing,,,,Test,itu_2016_processed
244820042,sailing,,,,Training,itu_2016_processed
244820053,passenger,,,,Training,itu_2016_processed
244820054,passenger,,,,Training,itu_2016_processed
244820055,cargo,,,,Training,itu_2016_processed
244820057,passenger,,,,Training,itu_2016_processed
244820071,sailing,,,,Training,itu_2016_processed
244820085,sailing,,,,Training,itu_2016_processed
244820087,motor_passenger,,,,Test,itu_2016_processed
244820088,motor_passenger,,,,Test,itu_2016_processed
244820095,sailing,,,,Training,itu_2016_processed
244820097,motor_passenger,,,,Training,itu_2016_processed
244820111,motor_passenger,,,,Test,itu_2016_processed
244820112,sailing,,,,Test,itu_2016_processed
244820115,sailing,,,,Training,itu_2016_processed
244820116,sailing,,,,Training,itu_2016_processed
244820123,sailing,,,,Test,itu_2016_processed
244820130,sailing,,,,Training,itu_2016_processed
244820145,tug,,,,Training,itu_2016_processed
244820157,motor_passenger,,,,Test,itu_2016_processed
244820163,sailing,,,,Training,itu_2016_processed
244820169,trawlers,33.61,360.0,88.0,Training,eu_processed
244820178,sailing,,,,Training,itu_2016_processed
244820184,passenger,,,,Training,itu_2016_processed
244820192,sailing,,,,Test,itu_2016_processed
244820199,motor_passenger,,,,Training,itu_2016_processed
244820223,unknown_not_fishing,,,,Training,itu_2016_processed
244820229,sailing,,,,Test,itu_2016_processed
244820240,sailing,,,,Test,itu_2016_processed
244820259,sailing,,,,Training,itu_2016_processed
244820262,motor_passenger,,,,Training,itu_2016_processed
244820275,motor_passenger,,,,Test,itu_2016_processed
244820279,cargo,,,,Training,itu_2016_processed
244820283,tug,,,,Test,itu_2016_processed
244820290,tanker,,,,Test,itu_2016_processed
244820294,motor_passenger,,,,Test,itu_2016_processed
244820296,motor_passenger,,,,Training,itu_2016_processed
244820297,motor_passenger,,,,Training,itu_2016_processed
244820298,motor_passenger,,,,Training,itu_2016_processed
244820299,motor_passenger,,,,Training,itu_2016_processed
244820320,sailing,,,,Test,itu_2016_processed
244820323,sailing,,,,Training,itu_2016_processed
244820326,sailing,,,,Training,itu_2016_processed
244820333,passenger,,,,Training,itu_2016_processed
244820342,sailing,,,,Training,itu_2016_processed
244820345,sailing,,,,Training,itu_2016_processed
244820361,sailing,,,,Test,itu_2016_processed
244820369,tanker,,,,Training,itu_2016_processed
244820372,cargo,,,,Training,itu_2016_processed
244820382,passenger,,,,Training,itu_2016_processed
244820383,passenger,,,,Training,itu_2016_processed
244820385,sailing,,,,Test,itu_2016_processed
244820397,tanker,,,,Test,itu_2016_processed
244820404,tug,,,,Test,itu_2016_processed
244820414,sailing,,,,Training,itu_2016_processed
244820428,motor_passenger,,,,Test,itu_2016_processed
244820495,sailing,,,,Training,itu_2016_processed
244820507,tug,,,,Test,itu_2016_processed
244820513,motor_passenger,,,,Training,itu_2016_processed
244820529,passenger,,,,Training,itu_2016_processed
244820530,sailing,,,,Training,itu_2016_processed
244820542,sailing,,,,Training,itu_2016_processed
244820546,sailing,,,,Training,itu_2016_processed
244820563,passenger,,,,Training,itu_2016_processed
244820570,motor_passenger,,,,Test,itu_2016_processed
244820598,sailing,,,,Training,itu_2016_processed
244820611,motor_passenger,,,,Training,itu_2016_processed
244820613,passenger,,,,Training,itu_2016_processed
244820614,motor_passenger,,,,Test,itu_2016_processed
244820656,tug,,,,Training,itu_2016_processed
244820663,sailing,,,,Training,itu_2016_processed
244820694,motor_passenger,,,,Test,itu_2016_processed
244820721,sailing,,,,Test,itu_2016_processed
244820731,motor_passenger,,,,Test,itu_2016_processed
244820747,sailing,,,,Test,itu_2016_processed
244820756,cargo,,,,Test,itu_2016_processed
244820762,sailing,,,,Test,itu_2016_processed
244820770,motor_passenger,,,,Training,itu_2016_processed
244820778,sailing,,,,Test,itu_2016_processed
244820786,motor_passenger,,,,Test,itu_2016_processed
244820788,sailing,,,,Test,itu_2016_processed
244820790,motor_passenger,,,,Training,itu_2016_processed
244820802,sailing,,,,Test,itu_2016_processed
244820803,sailing,,,,Training,itu_2016_processed
244820825,sailing,,,,Training,itu_2016_processed
244820827,sailing,,,,Training,itu_2016_processed
244820831,motor_passenger,,,,Training,itu_2016_processed
244820833,tug,,,,Test,itu_2016_processed
244820852,motor_passenger,,,,Test,itu_2016_processed
244820893,passenger,,,,Training,itu_2016_processed
244820897,sailing,,,,Training,itu_2016_processed
244820898,sailing,,,,Training,itu_2016_processed
244820924,passenger,,,,Training,itu_2016_processed
244820928,motor_passenger,,,,Test,itu_2016_processed
244820931,motor_passenger,,,,Training,itu_2016_processed
244820932,sailing,,,,Test,itu_2016_processed
244820954,sailing,,,,Test,itu_2016_processed
244820955,motor_passenger,,,,Training,itu_2016_processed
244820968,cargo,,,,Training,itu_2016_processed
244820994,passenger,,,,Training,itu_2016_processed
244821000,tug,,,,Training,itu_2016_processed
244826000,cargo,,,,Training,KristinaManualClassification;itu_2016_processed
244830005,sailing,,,,Training,itu_2016_processed
244830009,passenger,,,,Training,itu_2016_processed
244830015,passenger,,,,Training,itu_2016_processed
244830022,motor_passenger,,,,Test,itu_2016_processed
244830029,motor_passenger,,,,Test,itu_2016_processed
244830036,sailing,,,,Test,itu_2016_processed
244830072,motor_passenger,,,,Test,itu_2016_processed
244830076,passenger,,,,Training,itu_2016_processed
244830083,motor_passenger,,,,Test,itu_2016_processed
244830097,sailing,,,,Training,itu_2016_processed
244830100,motor_passenger,,,,Training,itu_2016_processed
244830112,sailing,,,,Training,itu_2016_processed
244830115,passenger,,,,Training,AlexWManualNonFishing;itu_2016_processed
244830158,sailing,,,,Test,itu_2016_processed
244830168,unknown_not_fishing,,,,Training,itu_2016_processed
244830182,tanker,,,,Training,itu_2016_processed
244830183,tanker,,,,Test,itu_2016_processed
244830188,trawlers,22.22,296.0,78.0,Training,eu_processed
244830197,motor_passenger,,,,Training,itu_2016_processed
244830198,tanker,,,,Training,itu_2016_processed
244830214,sailing,,,,Training,itu_2016_processed
244830230,cargo,,,,Test,itu_2016_processed
244830231,cargo,,,,Training,itu_2016_processed
244830238,sailing,,,,Test,itu_2016_processed
244830243,sailing,,,,Test,itu_2016_processed
244830257,sailing,,,,Training,itu_2016_processed
244830259,sailing,,,,Training,itu_2016_processed
244830276,sailing,,,,Training,itu_2016_processed
244830285,motor_passenger,,,,Test,itu_2016_processed
244830296,motor_passenger,,,,Test,itu_2016_processed
244830302,motor_passenger,,,,Training,itu_2016_processed
244830356,sailing,,,,Training,itu_2016_processed
244830377,motor_passenger,,,,Training,itu_2016_processed
244830381,sailing,,,,Test,itu_2016_processed
244830395,sailing,,,,Training,itu_2016_processed
244830405,motor_passenger,,,,Training,itu_2016_processed
244830406,passenger,,,,Training,itu_2016_processed
244830443,unknown_not_fishing,,,,Training,itu_2016_processed
244830496,sailing,,,,Test,itu_2016_processed
244830497,sailing,,,,Test,itu_2016_processed
244830503,sailing,,,,Training,itu_2016_processed
244830507,sailing,,,,Test,itu_2016_processed
244830512,tanker,,,,Training,itu_2016_processed
244830523,sailing,,,,Test,itu_2016_processed
244830541,tanker,,,,Test,itu_2016_processed
244830544,sailing,,,,Test,itu_2016_processed
244830547,passenger,,,,Training,itu_2016_processed
244830560,sailing,,,,Test,itu_2016_processed
244830598,sailing,,,,Training,itu_2016_processed
244830609,tanker,,,,Training,itu_2016_processed
244830610,sailing,,,,Training,itu_2016_processed
244830651,sailing,,,,Training,itu_2016_processed
244830652,cargo,,,,Test,itu_2016_processed;verify5and24_20160502
244830654,passenger,,,,Training,itu_2016_processed
244830655,passenger,,,,Training,itu_2016_processed
244830656,tug,,,,Test,itu_2016_processed
244830661,sailing,,,,Test,itu_2016_processed
244830663,passenger,,,,Training,itu_2016_processed
244830667,cargo,,,,Test,itu_2016_processed;verify5and24_20160502
244830668,cargo,,,,Training,itu_2016_processed;verify5and24_20160502
244830671,sailing,,,,Test,itu_2016_processed
244830703,tug,,,,Training,itu_2016_processed
244830707,sailing,,,,Test,itu_2016_processed
244830719,passenger,,,,Training,itu_2016_processed
244830724,tug,,,,Training,itu_2016_processed
244830739,sailing,,,,Test,itu_2016_processed
244830774,cargo,,,,Training,itu_2016_processed
244830776,motor_passenger,,,,Training,itu_2016_processed
244830782,sailing,,,,Test,itu_2016_processed
244830785,motor_passenger,,,,Test,itu_2016_processed
244830792,sailing,,,,Training,itu_2016_processed
244830808,tug,,,,Test,itu_2016_processed
244830809,tug,,,,Training,itu_2016_processed
244830810,tug,,,,Training,itu_2016_processed
244830811,tug,,,,Test,itu_2016_processed
244830812,tug,,,,Training,itu_2016_processed
244830813,tug,,,,Training,itu_2016_processed
244830837,sailing,,,,Training,itu_2016_processed
244830841,motor_passenger,,,,Training,itu_2016_processed
244830842,passenger,,,,Training,itu_2016_processed
244830852,motor_passenger,,,,Training,itu_2016_processed
244830854,sailing,,,,Test,itu_2016_processed
244830865,passenger,,,,Training,itu_2016_processed
244830882,passenger,,,,Training,itu_2016_processed
244830899,sailing,,,,Test,itu_2016_processed
244830901,unknown_not_fishing,,,,Training,itu_2016_processed
244830902,unknown_not_fishing,,,,Training,itu_2016_processed
244830910,sailing,,,,Test,itu_2016_processed
244830917,motor_passenger,,,,Training,itu_2016_processed
244830924,tug,,,,Training,itu_2016_processed
244830925,motor_passenger,,,,Training,itu_2016_processed
244830937,tug,,,,Training,itu_2016_processed
244830975,tug,,,,Training,itu_2016_processed
244830984,motor_passenger,,,,Training,itu_2016_processed
244830989,sailing,,,,Test,itu_2016_processed
244836000,trawlers,42.81,1471.0,455.0,Training,eu_processed;itu_2016_processed
244841000,tanker,,,,Training,itu_2016_processed
244842000,trawlers,19.09,132.0,22.0,Test,eu_processed
244843000,tanker,,,,Test,itu_2016_processed
244846000,trawlers,20.54,220.0,42.0,Test,eu_processed
244850033,motor_passenger,,,,Test,itu_2016_processed
244850035,cargo,,,,Test,itu_2016_processed
244850037,passenger,,,,Training,itu_2016_processed
244850057,sailing,,,,Test,itu_2016_processed
244850074,sailing,,,,Training,itu_2016_processed
244850081,sailing,,,,Test,itu_2016_processed
244850083,sailing,,,,Test,itu_2016_processed
244850087,cargo,,,,Training,itu_2016_processed
244850088,tug,,,,Test,itu_2016_processed
244850093,tug,,,,Training,itu_2016_processed
244850094,tug,,,,Training,itu_2016_processed
244850101,sailing,,,,Test,itu_2016_processed
244850127,motor_passenger,,,,Test,itu_2016_processed
244850154,motor_passenger,,,,Test,itu_2016_processed
244850156,tug,,,,Training,itu_2016_processed
244850157,trawlers,30.68,358.0,116.0,Training,eu_processed
244850170,sailing,,,,Training,itu_2016_processed
244850179,tug,,,,Training,itu_2016_processed
244850180,tug,,,,Training,itu_2016_processed
244850199,sailing,,,,Training,itu_2016_processed
244850205,tug,,,,Training,itu_2016_processed
244850208,sailing,,,,Test,itu_2016_processed
244850227,sailing,,,,Training,itu_2016_processed
244850230,motor_passenger,,,,Test,itu_2016_processed
244850236,tanker,,,,Test,itu_2016_processed
244850241,sailing,,,,Training,itu_2016_processed
244850253,sailing,,,,Test,itu_2016_processed
244850271,sailing,,,,Training,itu_2016_processed
244850295,sailing,,,,Test,itu_2016_processed
244850317,sailing,,,,Test,itu_2016_processed
244850336,passenger,,,,Training,itu_2016_processed
244850341,sailing,,,,Training,itu_2016_processed
244850356,cargo,,,,Test,itu_2016_processed
244850368,tug,,,,Training,itu_2016_processed
244850398,sailing,,,,Training,itu_2016_processed
244850399,sailing,,,,Training,itu_2016_processed
244850418,motor_passenger,,,,Test,itu_2016_processed
244850431,sailing,,,,Test,itu_2016_processed
244850433,tanker,,,,Test,itu_2016_processed
244850439,sailing,,,,Test,itu_2016_processed
244850441,unknown_not_fishing,,,,Training,itu_2016_processed
244850446,sailing,,,,Training,itu_2016_processed
244850451,passenger,,,,Training,itu_2016_processed
244850452,passenger,,,,Training,itu_2016_processed
244850470,sailing,,,,Training,itu_2016_processed
244850492,motor_passenger,,,,Training,itu_2016_processed
244850515,tug,,,,Test,itu_2016_processed
244850521,sailing,,,,Test,itu_2016_processed
244850536,sailing,,,,Training,itu_2016_processed
244850540,sailing,,,,Test,itu_2016_processed
244850556,unknown_not_fishing,,,,Training,itu_2016_processed
244850557,passenger,,,,Training,itu_2016_processed
244850558,sailing,,,,Training,itu_2016_processed
244850565,unknown_not_fishing,,,,Training,itu_2016_processed
244850567,sailing,,,,Training,itu_2016_processed
244850588,sailing,,,,Training,itu_2016_processed
244850590,passenger,,,,Training,itu_2016_processed
244850591,passenger,,,,Training,itu_2016_processed
244850611,sailing,,,,Training,itu_2016_processed
244850614,sailing,,,,Training,itu_2016_processed
244850620,passenger,,,,Training,itu_2016_processed
244850636,sailing,,,,Test,itu_2016_processed
244850647,sailing,,,,Test,itu_2016_processed
244850667,sailing,,,,Training,itu_2016_processed
244850673,motor_passenger,,,,Training,itu_2016_processed
244850687,unknown_not_fishing,,,,Training,itu_2016_processed
244850695,sailing,,,,Training,itu_2016_processed
244850715,sailing,,,,Test,itu_2016_processed
244850736,passenger,,,,Training,itu_2016_processed
244850750,motor_passenger,,,,Test,itu_2016_processed
244850762,cargo,,,,Training,itu_2016_processed
244850784,passenger,,,,Training,itu_2016_processed
244850829,motor_passenger,,,,Test,itu_2016_processed
244850833,tug,,,,Training,itu_2016_processed
244850851,motor_passenger,,,,Test,itu_2016_processed
244850859,sailing,,,,Test,itu_2016_processed
244850864,sailing,,,,Test,itu_2016_processed
244850867,sailing,,,,Test,itu_2016_processed
244850890,sailing,,,,Training,itu_2016_processed
244850900,cargo,,,,Test,itu_2016_processed
244850911,sailing,,,,Training,itu_2016_processed
244850923,motor_passenger,,,,Training,itu_2016_processed
244850925,sailing,,,,Training,itu_2016_processed
244850931,sailing,,,,Test,itu_2016_processed
244850941,sailing,,,,Test,itu_2016_processed
244850956,sailing,,,,Test,itu_2016_processed
244850959,tug,,,,Training,itu_2016_processed
244850968,cargo,,,,Test,itu_2016_processed
244850974,tug,,,,Training,itu_2016_processed
244850975,tug,,,,Training,itu_2016_processed
244852000,cargo,,,,Training,itu_2016_processed
244854000,trawlers,22.5,221.0,63.0,Test,eu_processed;itu_2016_processed
244860000,cargo,,,,Training,itu_2016_processed
244860007,cargo,,,,Training,itu_2016_processed
244860039,motor_passenger,,,,Test,itu_2016_processed
244860048,trawlers,30.15,400.0,335.0,Training,eu_processed
244860069,passenger,,,,Training,itu_2016_processed
244860072,passenger,,,,Training,itu_2016_processed
244860074,tug,,,,Training,itu_2016_processed
244860094,sailing,,,,Test,itu_2016_processed
244860106,sailing,,,,Test,itu_2016_processed
244860134,sailing,,,,Training,itu_2016_processed
244860172,motor_passenger,,,,Test,itu_2016_processed
244860201,motor_passenger,,,,Training,itu_2016_processed
244860208,sailing,,,,Test,itu_2016_processed
244860219,sailing,,,,Training,itu_2016_processed
244860246,motor_passenger,,,,Test,itu_2016_processed
244860249,passenger,,,,Training,itu_2016_processed
244860250,motor_passenger,,,,Training,itu_2016_processed
244860262,passenger,,,,Training,itu_2016_processed
244860263,sailing,,,,Test,itu_2016_processed
244860277,cargo,,,,Test,itu_2016_processed
244860325,cargo,,,,Test,itu_2016_processed
244860337,sailing,,,,Training,itu_2016_processed
244860339,sailing,,,,Test,itu_2016_processed
244860341,passenger|sailing,,,,Training,AlexWManualNonFishing;itu_2016_processed
244860500,passenger,,,,Training,itu_2016_processed
244860514,sailing,,,,Test,itu_2016_processed
244860530,motor_passenger,,,,Test,itu_2016_processed
244860535,other_fishing|trawlers,23.91,700.0,309.0,Training,eu_processed
244860549,unknown_not_fishing,,,,Training,itu_2016_processed
244860573,tanker,,,,Training,itu_2016_processed
244860579,passenger,,,,Training,itu_2016_processed
244860580,passenger,,,,Training,itu_2016_processed
244860607,sailing,,,,Test,itu_2016_processed
244860613,sailing,,,,Training,itu_2016_processed
244860636,tanker,,,,Test,itu_2016_processed
244860640,tug,,,,Test,itu_2016_processed
244860661,sailing,,,,Training,itu_2016_processed
244860669,motor_passenger,,,,Test,itu_2016_processed
244860699,trawlers,43.1,894.0,342.0,Test,eu_processed
244860713,passenger,,,,Training,itu_2016_processed
244860721,tanker,,,,Test,itu_2016_processed
244860776,passenger,,,,Training,itu_2016_processed
244860777,motor_passenger,,,,Test,itu_2016_processed
244860856,sailing,,,,Test,itu_2016_processed
244860874,motor_passenger,,,,Training,itu_2016_processed
244861000,unknown_not_fishing,,,,Training,itu_2016_processed
244865000,cargo,,,,Training,itu_2016_processed
244868000,cargo,,,,Training,itu_2016_processed
244869000,trawlers,42.4,1471.0,508.0,Test,eu_processed;itu_2016_processed
244870016,tug,,,,Test,itu_2016_processed
244870037,sailing,,,,Training,itu_2016_processed
244870053,motor_passenger,,,,Test,itu_2016_processed
244870054,sailing,,,,Test,itu_2016_processed
244870140,tanker,,,,Training,itu_2016_processed
244870141,tanker,,,,Training,itu_2016_processed
244870143,sailing,,,,Test,itu_2016_processed
244870156,passenger,,,,Training,itu_2016_processed
244870165,cargo,,,,Test,itu_2016_processed
244870176,passenger,,,,Training,itu_2016_processed
244870223,passenger,,,,Training,itu_2016_processed
244870228,passenger,,,,Training,itu_2016_processed
244870229,passenger,,,,Training,itu_2016_processed
244870230,passenger,,,,Training,itu_2016_processed
244870231,passenger,,,,Training,itu_2016_processed
244870232,passenger,,,,Training,itu_2016_processed
244870235,passenger,,,,Training,itu_2016_processed
244870236,passenger,,,,Training,itu_2016_processed
244870237,passenger,,,,Training,itu_2016_processed
244870246,trawlers,43.6,940.0,473.0,Test,eu_processed;problem vessels
244870247,tug,,,,Training,itu_2016_processed
244870287,cargo,,,,Test,itu_2016_processed
244870294,sailing,,,,Training,itu_2016_processed
244870321,passenger,,,,Training,AlexWManualNonFishing;itu_2016_processed
244870324,tug,,,,Training,itu_2016_processed
244870325,tug,,,,Test,itu_2016_processed
244870327,unknown_not_fishing,,,,Training,itu_2016_processed
244870335,motor_passenger,,,,Test,itu_2016_processed
244870336,motor_passenger,,,,Training,itu_2016_processed
244870401,sailing,,,,Test,itu_2016_processed
244870427,tanker,,,,Test,itu_2016_processed
244870428,tanker,,,,Training,itu_2016_processed
244870438,tug,,,,Training,itu_2016_processed
244870443,tug,,,,Test,itu_2016_processed
244870446,passenger,,,,Training,itu_2016_processed
244870461,cargo,,,,Training,itu_2016_processed
244870492,tanker,,,,Training,itu_2016_processed
244870524,sailing,,,,Test,itu_2016_processed
244870533,sailing,,,,Training,itu_2016_processed
244870561,sailing,,,,Test,itu_2016_processed
244870573,tanker,,,,Training,itu_2016_processed
244870597,motor_passenger,,,,Training,itu_2016_processed
244870609,sailing,,,,Test,itu_2016_processed
244870618,passenger,,,,Training,itu_2016_processed
244870671,tug,,,,Training,itu_2016_processed
244870718,tug,,,,Training,itu_2016_processed
244873000,trawlers,37.65,708.0,214.0,Test,eu_processed
244874000,cargo,,,,Training,KnownVesselCargoTanker;itu_2016_processed
244875000,sailing,,,,Training,itu_2016_processed
244876000,unknown_not_fishing,,,,Training,itu_2016_processed
244877000,trawlers,21.25,221.0,39.0,Test,eu_processed
244878000,tanker,,,,Training,itu_2016_processed
244879000,tug,,,,Training,itu_2016_processed
244889000,tanker,,,,Test,itu_2016_processed
244895000,tug,,,,Test,itu_2016_processed
244897000,sailing,,,,Training,itu_2016_processed
244898000,tanker,,,,Training,itu_2016_processed
244901000,cargo,,,,Test,itu_2016_processed
244903000,cargo,,,,Test,itu_2016_processed
244905000,tug,,,,Test,itu_2016_processed
244907000,trawlers,23.95,221.0,88.0,Training,eu_processed
244908000,cargo,,,,Training,itu_2016_processed
244910000,cargo,,,,Training,itu_2016_processed
244911000,unknown_not_fishing,,,,Training,verify5and24_20160502
244912000,cargo,,,,Test,itu_2016_processed
244913000,tug,,,,Test,itu_2016_processed
244916000,trawlers,39.98,670.0,196.0,Training,eu_processed
244917000,unknown_not_fishing,,,,Training,itu_2016_processed;verify5and24_20160502
244918000,cargo,,,,Training,itu_2016_processed
244921000,cargo,,,,Test,itu_2016_processed
244922000,cargo,,,,Test,itu_2016_processed
