mmsi,is_fishing,label,sublabel,length,tonnage,country
247140220,Fishing,Trawlers,,20.260000000000002,54.0,ITA
247140240,Fishing,Trawlers,,21.93,61.0,ITA
247140260,Fishing,,,,,ITA
247140280,Fishing,Trawlers,,19.329999999999998,48.0,ITA
247140320,Fishing,,,21.91,47.600000000000001,ITA
247140330,Fishing,Trawlers,,21.699999999999999,50.0,ITA
247140340,Fishing,Trawlers,,21.0,55.0,ITA
247140360,Fishing,,,,,ITA
247140370,Fishing,Trawlers,,19.300000000000001,51.0,ITA
247140410,Fishing,Trawlers,,21.640000000000001,61.0,ITA
247140420,Fishing,Trawlers,,17.350000000000001,25.0,ITA
247140450,Fishing,Trawlers,,15.6,25.0,ITA
247140460,Fishing,,,21.800000000000001,64.0,ITA
247140520,Fishing,Longliners,,21.600000000000001,81.0,ITA
247140560,Fishing,Purse seines,,16.920000000000002,26.0,ITA
247140580,Fishing,Purse seines,,18.079999999999998,33.0,ITA
247140610,Fishing,Trawlers,,22.850000000000001,62.0,ITA
247140670,Fishing,Purse seines,,18.149999999999999,78.0,
247140710,Fishing,Trawlers,,19.879999999999999,77.0,ITA
247140740,Fishing,Longliners,Set longlines,20.550000000000001,62.0,ITA
247140750,Fishing,Trawlers,,17.600000000000001,37.0,ITA
247140770,Fishing,Longliners,Set longlines,21.829999999999998,59.0,ITA
247140780,Fishing,Purse seines,,17.699999999999999,38.0,ITA
247140790,Fishing,Trawlers,,17.09,33.0,ITA
247140830,Fishing,Trawlers,,20.059999999999999,50.0,ITA
247140840,Fishing,,,23.41,84.0,ITA
247140850,Fishing,Trawlers,,18.32,42.0,ITA
247140880,Fishing,Trawlers,,21.969999999999999,55.0,ITA
247140890,Fishing,,,,,ITA
247140920,Fishing,Trawlers,,20.25,56.0,ITA
247140930,Fishing,,,23.010000000000002,57.0,ITA
247140950,Fishing,Longliners,Set longlines,20.5,60.0,
247140990,Fishing,Trawlers,,15.42,18.0,ITA
247141010,Fishing,,,20.48,47.0,ITA
247141020,Fishing,Trawlers,,19.25,49.0,ITA
247141040,Fishing,Longliners,Set longlines,20.850000000000001,68.0,ITA
247141050,Fishing,,,,,ITA
247141070,Fishing,,,,,ITA
247141130,Fishing,Trawlers,,17.969999999999999,41.0,ITA
247141140,Fishing,,,,,ITA
247141160,Fishing,Trawlers,,16.609999999999999,34.0,ITA
247141170,Fishing,Longliners,Set longlines,20.5,78.0,ITA
247141200,Fishing,Trawlers,,29.260000000000002,133.0,ITA
247141210,Fishing,Longliners,,20.850000000000001,77.0,
247141230,Fishing,Trawlers,,17.739999999999995,35.0,ITA
247141250,Fishing,Trawlers,,20.449999999999999,67.0,ITA
247141280,Fishing,,,,,ITA
247141290,Fishing,,,,,ITA
247141310,Fishing,Trawlers,,17.34,37.0,ITA
247141320,Fishing,,,,,ITA
247141340,Fishing,Longliners,Set longlines,18.5,57.0,ITA
247141350,Fishing,Trawlers,,20.350000000000001,54.0,ITA
247141360,Fishing,Trawlers,,22.890000000000001,64.0,ITA
247141380,Fishing,,,,,ITA
247141390,Fishing,Trawlers,,20.600000000000001,62.0,ITA
247141410,Fishing,Trawlers,,21.399999999999999,63.0,ITA
247141490,Fishing,Purse seines,,17.609999999999999,29.0,ITA
247141550,Fishing,,,,,ITA
247141610,Fishing,Trawlers,,19.68,45.0,ITA
247141630,Fishing,,,20.300000000000001,47.0,ITA
247141640,Fishing,,,,,ITA
247141660,Fishing,Purse seines,,19.100000000000001,43.0,ITA
247141690,Fishing,Set gillnets,,15.58,23.0,ITA
247141720,Fishing,Purse seines,,18.010000000000005,45.0,ITA
247141730,Fishing,Trawlers,,26.699999999999999,121.0,ITA
247141810,Fishing,Trawlers,,15.460000000000001,28.0,ITA
247141850,Fishing,Purse seines,,17.390000000000001,42.0,ITA
247141860,Fishing,Set gillnets,,18.77,47.0,ITA
247141870,Fishing,Trawlers,,18.059999999999999,40.0,ITA
247141890,Fishing,Trawlers,,19.93,51.0,ITA
247141910,Fishing,Longliners,Set longlines,18.309999999999999,48.0,ITA
247141920,Fishing,Longliners,Set longlines,16.25,30.0,ITA
247141940,Fishing,Trawlers,,20.559999999999999,55.0,ITA
247141960,Fishing,Trawlers,,18.010000000000005,38.0,ITA
247141970,Fishing,Trawlers,,22.050000000000001,73.0,
247142020,Fishing,Trawlers,,19.75,55.0,ITA
247142050,Fishing,Trawlers,,19.75,39.0,ITA
247142070,Fishing,Trawlers,,18.420000000000002,37.0,ITA
247142080,Fishing,Trawlers,,18.809999999999999,42.0,ITA
247142090,Fishing,Trawlers,,16.809999999999999,26.0,ITA
247142130,Fishing,Trawlers,,18.98,37.0,
247142150,Fishing,Trawlers,,17.100000000000001,26.0,
247142160,Fishing,,,,,ITA
247142170,Fishing,Trawlers,,16.100000000000001,17.0,ITA
247142180,Fishing,Purse seines,,17.25,29.0,ITA
247142190,Fishing,Purse seines,,16.800000000000001,29.0,
247142250,Fishing,,,20.859999999999999,55.0,ITA
247142280,Fishing,,,20.350000000000001,59.0,ITA
247142290,Fishing,Trawlers,,19.75,57.0,ITA
247142320,Fishing,Longliners,Set longlines,19.280000000000001,53.0,ITA
247142340,Fishing,Trawlers,,23.07,85.0,ITA
247142430,Fishing,,,22.75,74.0,ITA
247142440,Fishing,Trawlers,,17.620000000000001,41.0,ITA
247142450,Fishing,Trawlers,,23.390000000000001,105.0,ITA
247142460,Fishing,Trawlers,,17.850000000000001,36.0,ITA
247142480,Fishing,Purse seines,,28.300000000000001,172.0,ITA
247142510,Fishing,Trawlers,,17.309999999999999,31.0,ITA
247142520,Fishing,Longliners,Set longlines,14.960000000000001,23.0,ITA
247142580,Fishing,Trawlers,,27.719999999999999,158.0,ITA
247142610,Fishing,Trawlers,,21.199999999999999,62.0,ITA
247142630,Fishing,Longliners,Set longlines,17.300000000000001,32.0,ITA
247142710,Fishing,Trawlers,,18.390000000000001,42.0,
247142720,Fishing,Trawlers,,25.350000000000001,89.0,
247142730,Fishing,,,26.899999999999999,157.0,ITA
247142750,Fishing,Trawlers,,31.059999999999999,179.0,ITA
247142770,Fishing,Trawlers,,25.969999999999999,199.0,ITA
247142780,Fishing,Trawlers,,27.539999999999999,103.0,ITA
247142790,Fishing,Trawlers,,26.949999999999999,138.0,ITA
247142820,Fishing,Trawlers,,29.809999999999999,144.0,ITA
247142830,Fishing,Trawlers,,31.600000000000001,154.0,ITA
247142840,Fishing,Trawlers,,22.379999999999999,79.0,ITA
247142860,Fishing,Trawlers,,26.309999999999999,202.0,ITA
247142880,Fishing,Trawlers,,29.23,132.0,ITA
247142920,Fishing,Trawlers,,24.52,161.0,ITA
247142930,Fishing,,,,,ITA
247142940,Fishing,Trawlers,,27.719999999999999,158.0,ITA
247142960,Fishing,Trawlers,,19.280000000000001,34.0,ITA
247142970,Fishing,Trawlers,,19.100000000000001,42.0,ITA
247142990,Fishing,Trawlers,,16.0,23.0,ITA
247143030,Fishing,Trawlers,,16.949999999999999,33.0,ITA
247143070,Fishing,Trawlers,,21.300000000000001,51.0,ITA
247143080,Fishing,Trawlers,,18.719999999999999,46.0,ITA
247143120,Fishing,,,22.649999999999999,70.0,ITA
247143140,Fishing,Trawlers,,18.800000000000001,41.0,ITA
247143150,Fishing,,,21.329999999999998,57.0,ITA
247143160,Fishing,Trawlers,,18.75,47.0,ITA
247143190,Fishing,Trawlers,,28.350000000000001,147.0,
247143230,Fishing,,,22.379999999999999,85.0,ITA
247143310,Fishing,,,,,ITA
247143320,Fishing,,,,,ITA
247143330,Fishing,Trawlers,,20.460000000000001,49.0,ITA
247143370,Fishing,,,23.850000000000001,89.0,ITA
247143410,Fishing,,,22.699999999999999,99.0,ITA
247143430,Fishing,Trawlers,,26.829999999999998,92.0,ITA
247143440,Fishing,Longliners,Set longlines,19.899999999999999,67.0,ITA
247143470,Fishing,,,21.390000000000001,62.0,ITA
247143540,Fishing,Trawlers,,27.370000000000001,153.0,ITA
247143580,Fishing,,,24.199999999999999,62.0,ITA
247143620,Fishing,Trawlers,,27.43,114.0,ITA
247143640,Fishing,Purse seines,,17.300000000000001,32.0,
247143660,Fishing,Trawlers,,24.32,107.0,ITA
247143680,Fishing,Purse seines,,19.300000000000001,56.0,
247143690,Fishing,Trawlers,,21.800000000000001,73.0,ITA
247143760,Fishing,Purse seines,,17.920000000000005,31.0,ITA
247143780,Fishing,Longliners,,23.25,35.0,ITA
247143810,Fishing,Longliners,Set longlines,17.82,37.0,ITA
247143820,Fishing,Trawlers,,18.899999999999999,33.0,ITA
247143830,Fishing,Trawlers,,18.949999999999999,44.0,ITA
247143860,Fishing,Trawlers,,26.18,101.0,ITA
247143890,Fishing,Trawlers,,19.649999999999999,49.0,
247143930,Fishing,Trawlers,,20.940000000000001,52.0,ITA
247143940,Fishing,Trawlers,,17.239999999999998,30.0,ITA
247144080,Fishing,,,21.300000000000001,75.0,ITA
247144090,Fishing,Trawlers,,18.899999999999999,39.0,ITA
247144110,Fishing,Trawlers,,22.859999999999999,155.0,ITA
247144120,Fishing,Trawlers,,21.25,56.0,ITA
247144130,Fishing,Purse seines,,15.91,27.0,ITA
247144150,Fishing,Trawlers,,26.359999999999999,139.0,ITA
247144220,Fishing,Trawlers,,26.760000000000002,108.0,ITA
247144230,Fishing,Trawlers,,25.640000000000001,185.0,ITA
247144240,Fishing,Trawlers,,26.350000000000001,110.0,ITA
247144260,Fishing,Trawlers,,35.799999999999997,238.0,
247144270,Fishing,Purse seines,,17.129999999999999,36.0,ITA
247144290,Fishing,,,,,ITA
247144310,Fishing,Trawlers,,17.699999999999999,35.0,ITA
247144350,Fishing,Trawlers,,15.18,18.0,
247144390,Fishing,Trawlers,,25.239999999999998,112.0,ITA
247144420,Fishing,Purse seines,,16.52,36.0,ITA
247144430,Fishing,Trawlers,,23.23,150.0,ITA
247144480,Fishing,Purse seines,,18.899999999999999,42.0,
247144490,Fishing,Trawlers,,20.449999999999999,47.0,ITA
247144560,Fishing,Trawlers,,18.300000000000001,53.0,ITA
247144580,Fishing,Trawlers,,37.990000000000002,251.0,
247144640,Fishing,Trawlers,,18.649999999999999,47.0,ITA
247144650,Fishing,Trawlers,,34.689999999999998,230.0,
247144660,Fishing,Trawlers,,17.620000000000001,34.0,ITA
247144750,Fishing,Trawlers,,16.25,33.0,ITA
247144760,Fishing,,,,,ITA
247144870,Fishing,Purse seines,,19.399999999999999,47.0,ITA
247144880,Fishing,Trawlers,,30.219999999999999,192.0,ITA
247144890,Fishing,Purse seines,,15.4,27.0,ITA
247144910,Fishing,Purse seines,,25.899999999999999,87.0,ITA
247144920,Fishing,Trawlers,,29.57,165.0,
247145010,Fishing,Trawlers,,33.140000000000001,177.0,ITA
247145020,Fishing,Trawlers,,29.57,158.0,ITA
247145030,Fishing,Trawlers,,29.57,158.0,ITA
247145050,Fishing,Purse seines,,15.08,25.0,ITA
247145060,Fishing,Trawlers,,23.73,120.0,
247145080,Fishing,,,20.949999999999999,58.0,ITA
247145120,Fishing,Trawlers,,18.75,44.0,
247145170,Fishing,Trawlers,,16.66,26.0,ITA
247145190,Fishing,,,20.699999999999999,59.0,ITA
247145230,Fishing,,,,,ITA
247145250,Fishing,Trawlers,,34.100000000000001,181.0,
247145270,Fishing,Trawlers,,15.07,31.0,ITA
247145290,Fishing,,,21.699999999999999,50.0,ITA
247145360,Fishing,,,,,ITA
247145370,Fishing,,,24.129999999999999,82.0,ITA
247145410,Fishing,Trawlers,,23.25,76.0,ITA
247145460,Fishing,Trawlers,,19.66,54.0,ITA
247145470,Fishing,Trawlers,,20.510000000000002,54.0,ITA
247145510,Fishing,Trawlers,,32.789999999999999,181.0,ITA
247145580,Fishing,Trawlers,,17.09,26.0,ITA
247145650,Fishing,,,20.859999999999999,58.0,ITA
247145660,Fishing,Trawlers,,25.100000000000001,174.0,ITA
247145710,Fishing,,,26.149999999999999,104.0,ITA
247145720,Fishing,Trawlers,,29.800000000000001,158.0,ITA
247145750,Fishing,Trawlers,,18.800000000000001,39.0,ITA
247145790,Fishing,,,21.149999999999999,63.0,ITA
247145820,Fishing,Trawlers,,19.710000000000001,33.0,ITA
247145850,Fishing,Purse seines,,21.649999999999999,50.0,ITA
247145860,Fishing,,,,,ITA
247145870,Fishing,Trawlers,,24.5,61.0,ITA
247146010,Fishing,Trawlers,,27.59,120.0,ITA
247146020,Fishing,,,26.309999999999999,98.0,ITA
247146030,Fishing,Longliners,Set longlines,16.440000000000001,33.0,ITA
247146040,Fishing,Trawlers,,32.799999999999997,198.0,
247146060,Fishing,,,20.43,52.0,ITA
247146110,Fishing,Trawlers,,23.949999999999999,82.0,ITA
247146120,Fishing,Trawlers,,30.920000000000002,173.0,ITA
247146130,Fishing,Trawlers,,32.969999999999999,196.0,
247146140,Fishing,Trawlers,,28.75,161.0,ITA
247146190,Fishing,Purse seines,,25.16,75.0,ITA
247146220,Fishing,Trawlers,,20.109999999999999,48.0,ITA
247146230,Fishing,Trawlers,,15.300000000000001,17.0,ITA
247146240,Fishing,Trawlers,,15.0,13.0,ITA
247146270,Fishing,Trawlers,,28.859999999999999,188.0,ITA
247146290,Fishing,Longliners,Set longlines,21.399999999999999,71.0,ITA
247146320,Fishing,Purse seines,,20.100000000000001,31.0,ITA
247146410,Fishing,Trawlers,,18.800000000000001,39.0,ITA
247146420,Fishing,,,,,ITA
247146440,Fishing,Trawlers,,32.299999999999997,184.0,ITA
247146450,Fishing,Trawlers,,26.399999999999999,165.0,ITA
247146550,Fishing,Trawlers,,17.300000000000001,21.0,ITA
247146590,Fishing,Trawlers,,29.02,191.0,ITA
247146610,Fishing,Trawlers,,29.02,148.0,ITA
247146630,Fishing,Longliners,,22.850000000000001,99.0,ITA
247146640,Fishing,,,23.75,88.0,ITA
247146650,Fishing,Purse seines,,19.57,31.0,ITA
247146750,Fishing,Trawlers,,33.299999999999997,177.0,ITA
247146770,Fishing,Trawlers,,17.800000000000001,38.0,ITA
247146830,Fishing,Trawlers,,30.02,131.0,
247146890,Fishing,Trawlers,,33.299999999999997,182.0,ITA
247146910,Fishing,Trawlers,,33.149999999999999,231.0,ITA
247146920,Fishing,Trawlers,,31.600000000000001,178.0,ITA
247146950,Fishing,Trawlers,,29.5,147.0,ITA
247146970,Fishing,Trawlers,,25.300000000000001,110.0,ITA
247147010,Fishing,,,,,ITA
247147040,Fishing,Trawlers,,23.25,69.0,ITA
247147080,Fishing,Trawlers,,14.26,27.0,ITA
247147090,Fishing,Trawlers,,23.449999999999999,63.0,ITA
247147190,Fishing,Trawlers,,32.789999999999999,186.0,ITA
247147230,Fishing,Trawlers,,29.260000000000002,184.0,ITA
247147270,Fishing,,,,,ITA
247147280,Fishing,,,26.199999999999999,120.0,ITA
247147290,Fishing,Trawlers,,28.100000000000001,174.0,ITA
247147310,Fishing,Trawlers,,27.68,133.0,ITA
247147320,Fishing,Trawlers,,24.280000000000001,130.0,ITA
247147340,Fishing,Trawlers,,19.420000000000002,61.0,ITA
247147350,Fishing,Purse seines,,23.800000000000001,71.0,ITA
247147370,Fishing,Trawlers,,26.399999999999999,165.0,ITA
247147380,Fishing,Trawlers,,24.800000000000001,73.0,ITA
247147390,Fishing,Trawlers,,27.719999999999999,159.0,ITA
247147410,Fishing,Trawlers,,21.359999999999999,53.0,
247147420,Fishing,Trawlers,,21.77,59.0,ITA
247147450,Fishing,Trawlers,,22.850000000000001,73.0,ITA
247147460,Fishing,,,,,ITA
247147480,Fishing,Trawlers,,29.59,165.0,ITA
247147490,Fishing,,,,,ITA
247147510,Fishing,Trawlers,,24.309999999999999,119.0,ITA
247147560,Fishing,,,25.07,96.0,ITA
247147570,Fishing,Trawlers,,17.09,31.0,ITA
247147590,Fishing,Trawlers,,31.949999999999999,215.0,ITA
247147620,Fishing,Trawlers,,32.310000000000002,189.0,
247147630,Fishing,,,21.690000000000001,65.0,ITA
247147660,Fishing,Trawlers,,22.699999999999999,89.0,ITA
247147720,Fishing,Trawlers,,20.879999999999999,50.0,ITA
247147730,Fishing,,,22.449999999999999,80.0,ITA
247147750,Fishing,,,,,ITA
247147780,Fishing,Trawlers,,20.41,67.0,ITA
247147880,Fishing,Trawlers,,18.899999999999999,40.0,ITA
247147950,Fishing,,,,,ITA
247148110,Fishing,Trawlers,,26.129999999999999,116.0,ITA
247148120,Fishing,Trawlers,,27.899999999999999,136.0,ITA
247148150,Fishing,Purse seines,,43.18,185.0,ITA
247148190,Fishing,Trawlers,,20.609999999999999,58.0,ITA
247148210,Fishing,Trawlers,,28.100000000000001,159.0,ITA
247148220,Fishing,,,,,ITA
247148270,Fishing,Trawlers,,29.260000000000002,133.0,ITA
247148370,Fishing,Trawlers,,17.239999999999998,50.0,ITA
247148620,Fishing,Trawlers,,22.800000000000001,60.0,ITA
247148660,Fishing,Trawlers,,15.609999999999999,22.0,ITA
247148670,Fishing,Trawlers,,15.029999999999999,33.0,
247148780,Fishing,Purse seines,,26.030000000000001,140.0,
247148880,Fishing,Trawlers,,27.52,105.0,ITA
247148950,Fishing,Trawlers,,29.809999999999999,184.0,ITA
247148960,Fishing,Purse seines,,17.48,42.0,
247149010,Fishing,Trawlers,,32.789999999999999,186.0,
247149020,Fishing,Trawlers,,19.82,57.0,ITA
247149040,Fishing,,,,,ITA
247149150,Fishing,Trawlers,,18.379999999999999,36.0,ITA
247149160,Fishing,,,20.350000000000001,51.0,ITA
247149190,Fishing,,,23.050000000000001,87.0,ITA
247149250,Fishing,Trawlers,,17.73,38.0,ITA
247149280,Fishing,Trawlers,,19.09,49.0,ITA
247149330,Fishing,,,,,ITA
247149380,Fishing,Trawlers,,18.010000000000005,24.0,
247149410,Fishing,,,20.899999999999999,51.0,ITA
247149480,Fishing,Trawlers,,18.510000000000002,48.0,ITA
247149490,Fishing,Trawlers,,20.890000000000001,50.0,ITA
247149630,Fishing,Trawlers,,20.399999999999999,44.0,ITA
247149640,Fishing,Purse seines,,19.800000000000001,41.0,
247149660,Fishing,Trawlers,,19.960000000000001,46.0,ITA
247149670,Fishing,Trawlers,,18.010000000000005,36.0,ITA
247149790,Fishing,Trawlers,,17.800000000000001,31.0,ITA
247149810,Fishing,Trawlers,,26.879999999999999,154.0,ITA
247149860,Fishing,Purse seines,,15.550000000000001,32.0,ITA
247149950,Fishing,,,22.02,90.0,ITA
247149980,Fishing,Trawlers,,29.300000000000001,168.0,ITA
247150040,Fishing,,,25.170000000000002,142.0,ITA
247150050,Fishing,,,21.210000000000001,96.0,ITA
247150060,Fishing,,,,,ITA
247150160,Fishing,,,22.120000000000001,72.0,ITA
247150170,Fishing,Trawlers,,23.170000000000002,79.0,ITA
247150210,Fishing,Longliners,,28.859999999999999,172.0,ITA
247150240,Fishing,,,,,ITA
247150270,Fishing,Trawlers,,20.07,49.0,
247150350,Fishing,Longliners,Set longlines,20.0,71.0,
247150830,Fishing,Trawlers,,17.800000000000001,31.0,ITA
247150870,Fishing,Trawlers,,18.600000000000001,28.0,ITA
247150880,Fishing,,,,,ITA
247150930,Fishing,Purse seines,,18.59,35.0,ITA
247150940,Fishing,,,,,ITA
247150980,Fishing,Trawlers,,18.57,31.0,ITA
247150990,Fishing,Trawlers,,20.800000000000001,43.0,ITA
247151010,Fishing,,,25.780000000000001,87.0,ITA
247151030,Fishing,,,25.149999999999999,87.0,ITA
247151050,Fishing,,,,,ITA
247151060,Fishing,Trawlers,,17.149999999999999,49.0,ITA
247151070,Fishing,,,,,ITA
247151080,Fishing,Trawlers,,18.289999999999999,35.0,ITA
247151110,Fishing,,,24.859999999999999,109.0,ITA
247151150,Fishing,,,27.5,138.0,ITA
247151160,Fishing,Trawlers,,27.5,138.0,ITA
247151280,Fishing,Trawlers,,24.280000000000001,130.0,ITA
247151290,Fishing,Trawlers,,18.890000000000001,30.0,ITA
247151310,Fishing,,,27.5,138.0,ITA
247151671,Fishing,,,22.5,158.0,ITA
247151690,Fishing,Trawlers,,25.52,168.0,ITA
247151730,Fishing,Trawlers,,21.100000000000001,158.0,ITA
247151810,Fishing,Trawlers,,23.620000000000001,75.0,ITA
247151920,Fishing,Longliners,,25.899999999999999,127.0,ITA
247151930,Fishing,Longliners,,28.449999999999999,168.0,ITA
247151940,Fishing,Trawlers,,29.300000000000001,168.0,ITA
247151950,Fishing,Trawlers,,28.449999999999999,168.0,ITA
247151980,Fishing,Longliners,,29.300000000000001,179.0,ITA
247151990,Fishing,Longliners,,29.199999999999999,175.0,ITA
247152010,Fishing,Trawlers,,27.699999999999999,172.0,ITA
247152020,Fishing,Trawlers,,28.059999999999999,146.0,ITA
247152080,Fishing,,,29.350000000000001,167.0,
247152130,Fishing,Trawlers,,22.5,158.0,ITA
247152140,Fishing,,,22.5,158.0,ITA
247152210,Fishing,Purse seines,,16.120000000000001,30.0,ITA
247152250,Fishing,Longliners,,26.559999999999999,124.0,ITA
247152290,Fishing,Trawlers,,21.460000000000001,84.0,ITA
247152310,Fishing,,,20.100000000000001,75.0,ITA
247152510,Fishing,Trawlers,,20.149999999999999,54.0,ITA
247152630,Fishing,Trawlers,,19.379999999999999,32.0,
247152810,Fishing,Trawlers,,20.280000000000001,56.0,ITA
247153630,Fishing,Trawlers,,15.4,21.0,
247154230,Fishing,Trawlers,,18.579999999999998,42.0,ITA
247154490,Fishing,Longliners,Set longlines,21.649999999999999,54.0,ITA
247154620,Fishing,Trawlers,,18.41,46.0,
247155040,Fishing,,,23.239999999999998,61.0,ITA
247155180,Fishing,Trawlers,,28.449999999999999,168.0,ITA
247155210,Fishing,Purse seines,,15.25,35.0,ITA
247155630,Fishing,Trawlers,,22.399999999999999,67.0,ITA
247156090,Fishing,Trawlers,,19.91,71.0,ITA
247156120,Fishing,Trawlers,,15.449999999999999,22.0,
247156780,Fishing,Longliners,,29.350000000000001,149.0,ITA
247157300,Non-fishing,Cargo/Tanker,Tanker,,,
247157410,Fishing,,,,,ITA
247158340,Non-fishing,Passenger,,,,
247158700,Fishing,Trawlers,,33.5,239.0,ITA
247159100,Non-fishing,Passenger,,,,
247159110,Fishing,,,,,ITA
247164900,Non-fishing,Cargo/Tanker,Tanker,,,
247167800,Non-fishing,Passenger,,,,
247169200,Non-fishing,Passenger,,,,
247177100,Non-fishing,Passenger,,,,
247185500,Fishing,Trawlers,,33.549999999999997,239.0,
247188100,Non-fishing,Cargo/Tanker,Cargo,,,
247190800,Non-fishing,Cargo/Tanker,Cargo,,,
247200340,Fishing,Trawlers,,20.699999999999999,122.0,ITA
247202490,Fishing,Trawlers,,15.050000000000001,8.0,ITA
247202650,Fishing,Trawlers,,16.969999999999999,57.0,ITA
247202750,Fishing,Trawlers,,16.390000000000001,26.0,
247206670,Fishing,,,,,ITA
247206900,Non-fishing,Cargo/Tanker,Cargo,,,
247208100,Non-fishing,Passenger,,,,
247211300,Non-fishing,Passenger,,,,
247220020,Fishing,,,,,ITA
247220040,Fishing,Purse seines,,24.57,63.0,ITA
247220050,Fishing,,,25.359999999999999,99.0,ITA
247220130,Fishing,Trawlers,,27.600000000000001,79.0,ITA
247220290,Fishing,Trawlers,,15.300000000000001,24.0,ITA
247220620,Fishing,Purse seines,,17.870000000000001,30.0,ITA
247221170,Fishing,,,,,ITA
247222060,Fishing,Longliners,Set longlines,15.800000000000001,28.0,ITA
247222320,Fishing,,,,,ITA
247227900,Non-fishing,Cargo/Tanker,Tanker,,,
247228800,Fishing,Trawlers,,33.549999999999997,239.0,ITA
247230360,Fishing,Trawlers,,25.039999999999999,135.0,ITA
247231980,Fishing,Trawlers,,21.699999999999999,60.0,
247231990,Fishing,Trawlers,,21.699999999999999,60.0,
247237800,Non-fishing,Passenger,,,,
247239700,Non-fishing,Cargo/Tanker,Tanker,,,
247239900,Fishing,Purse seines,,37.380000000000003,199.0,ITA
247240100,Non-fishing,Cargo/Tanker,Tanker,,,
247250120,Fishing,Purse seines,,15.039999999999999,16.0,ITA
247250620,Fishing,,,,,ITA
247250630,Fishing,Trawlers,,16.489999999999998,23.0,
247250760,Fishing,Trawlers,,17.960000000000001,36.0,ITA
247251930,Fishing,,,,,ITA
247252280,Fishing,,,,,ITA
247252810,Fishing,Longliners,Set longlines,9.9000000000000004,4.0,ITA
247252970,Fishing,Trawlers,,24.800000000000001,109.0,ITA
247253540,Fishing,,,,,ITA
247255060,Fishing,Trawlers,,22.93,73.0,ITA
247255310,Fishing,,,,,ITA
247256060,Fishing,,,,,ITA
247257400,Non-fishing,Cargo/Tanker,Tanker,,,
247270900,Non-fishing,Cargo/Tanker,Tanker,,,
247270920,Fishing,,,,,ITA
247272700,Non-fishing,Cargo/Tanker,Tanker,,,
247280280,Fishing,Trawlers,,19.579999999999998,52.0,ITA
247280590,Fishing,Trawlers,,24.719999999999999,90.0,ITA
247280790,Fishing,Trawlers,,16.620000000000001,25.0,ITA
247280830,Fishing,Purse seines,,15.949999999999999,25.0,ITA
247280850,Fishing,,,,,ITA
247280940,Fishing,Trawlers,,18.07,40.0,ITA
247281240,Fishing,Trawlers,,16.300000000000001,27.0,ITA
247281250,Fishing,Trawlers,,22.5,85.0,
247281290,Fishing,Trawlers,,20.050000000000001,45.0,
247281420,Fishing,Trawlers,,14.800000000000001,25.0,ITA
247281510,Fishing,Trawlers,,19.530000000000001,51.0,
247281540,Fishing,Trawlers,,25.52,107.0,ITA
247283200,Non-fishing,Cargo/Tanker,Tanker,,,
247284200,Non-fishing,Cargo/Tanker,Tanker,,,
247287200,Non-fishing,Cargo/Tanker,Tanker,,,
247290300,Non-fishing,Passenger,,,,
247297400,Non-fishing,Passenger,,,,
247300010,Fishing,Purse seines,,16.449999999999999,30.0,
247300030,Fishing,Purse seines,,23.850000000000001,63.0,ITA
247300040,Fishing,,,,,ITA
247300080,Fishing,Trawlers,,20.649999999999999,56.0,ITA
247300110,Fishing,Trawlers,,32.310000000000002,188.0,ITA
247300130,Fishing,Purse seines,,16.66,31.0,
247300170,Fishing,,,21.800000000000001,55.0,ITA
247300180,Fishing,Longliners,Set longlines,22.370000000000001,82.0,ITA
247300220,Fishing,Trawlers,,24.829999999999998,115.0,ITA
247300240,Fishing,Trawlers,,15.130000000000001,28.0,ITA
247300250,Fishing,,,,,ITA
247300290,Fishing,Trawlers,,27.800000000000001,99.0,ITA
247300320,Fishing,Purse seines,,24.43,70.0,
247300340,Fishing,Trawlers,,23.699999999999999,80.0,ITA
247300350,Fishing,Trawlers,,15.0,14.0,ITA
247300430,Fishing,Trawlers,,15.09,18.0,ITA
247300480,Fishing,Trawlers,,22.079999999999998,57.0,ITA
247300570,Fishing,Trawlers,,15.9,25.0,ITA
247300760,Fishing,Trawlers,,21.800000000000001,55.0,ITA
247300850,Fishing,Longliners,,22.0,72.0,ITA
247300860,Fishing,Longliners,,20.5,43.0,
247300910,Fishing,,,22.100000000000001,55.0,ITA
247300930,Fishing,Trawlers,,17.100000000000001,35.0,ITA
247300940,Fishing,Trawlers,,25.050000000000001,118.0,ITA
247300990,Fishing,Trawlers,,19.149999999999999,34.0,ITA
247301060,Fishing,,,,,ITA
247301080,Fishing,,,23.0,75.0,ITA
247301090,Fishing,Trawlers,,18.07,38.0,ITA
247301120,Fishing,Purse seines,,20.399999999999999,46.0,ITA
247301460,Fishing,,,23.620000000000001,59.0,ITA
247301700,Fishing,Trawlers,,27.149999999999999,99.0,ITA
247301980,Fishing,Trawlers,,20.359999999999999,47.0,ITA
247302190,Fishing,Trawlers,,27.960000000000001,140.0,ITA
247302220,Fishing,Trawlers,,21.879999999999999,57.0,ITA
247302320,Fishing,Purse seines,,18.93,40.0,ITA
247302330,Fishing,Purse seines,,15.550000000000001,22.0,ITA
247302360,Fishing,Trawlers,,20.800000000000001,44.0,ITA
247302370,Fishing,Trawlers,,20.800000000000001,41.0,ITA
247302380,Fishing,Trawlers,,18.149999999999999,32.0,ITA
247302510,Fishing,Trawlers,,20.370000000000001,33.0,ITA
